blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,room_type,units,postal,latitude,longitude,town,country,population,town_latitude,town_longitude
311,BT BATOK ST 32,4,1985,BB,total_dwelling_units,32,650311,1.36,103.7483,Bukit Batok,Singapore,139270,1.3494,103.7527
317,BT BATOK ST 32,4,1985,BB,total_dwelling_units,24,650317,1.3608,103.7476,Bukit Batok,Singapore,139270,1.3494,103.7527
365,BT BATOK ST 31,4,1985,BB,total_dwelling_units,16,650365,1.3608,103.7489,Bukit Batok,Singapore,139270,1.3494,103.7527
366,BT BATOK ST 31,17,1985,BB,total_dwelling_units,80,650366,1.3604,103.7489,Bukit Batok,Singapore,139270,1.3494,103.7527
369,BT BATOK ST 31,12,1985,BB,total_dwelling_units,144,650369,1.3602,103.751,Bukit Batok,Singapore,139270,1.3494,103.7527
370,BT BATOK ST 31,9,1985,BB,total_dwelling_units,100,650370,1.3604,103.7491,Bukit Batok,Singapore,139270,1.3494,103.7527
325,BT BATOK ST 33,14,1985,BB,total_dwelling_units,136,650325,1.3623,103.7471,Bukit Batok,Singapore,139270,1.3494,103.7527
326,BT BATOK ST 33,4,1985,BB,total_dwelling_units,24,650326,1.3626,103.7481,Bukit Batok,Singapore,139270,1.3494,103.7527
327,BT BATOK ST 33,4,1985,BB,total_dwelling_units,16,650327,1.3629,103.74799999999999,Bukit Batok,Singapore,139270,1.3494,103.7527
328,BT BATOK ST 33,4,1985,BB,total_dwelling_units,16,650328,1.3629,103.74799999999999,Bukit Batok,Singapore,139270,1.3494,103.7527
329,BT BATOK ST 33,14,1985,BB,total_dwelling_units,110,650329,1.3635,103.7475,Bukit Batok,Singapore,139270,1.3494,103.7527
337,BT BATOK ST 34,9,1985,BB,total_dwelling_units,116,650337,1.3633,103.7492,Bukit Batok,Singapore,139270,1.3494,103.7527
342,BT BATOK ST 34,4,1985,BB,total_dwelling_units,31,650342,1.3626,103.7487,Bukit Batok,Singapore,139270,1.3494,103.7527
601,HOUGANG AVE 4,9,1985,HG,total_dwelling_units,100,530601,1.3709,103.8872,Hougang,Singapore,224390,1.37114,103.89144
607,HOUGANG AVE 4,9,1985,HG,total_dwelling_units,92,530607,1.3705,103.88600000000001,Hougang,Singapore,224390,1.37114,103.89144
609,HOUGANG AVE 8,4,1985,HG,total_dwelling_units,20,530609,1.3702,103.8854,Hougang,Singapore,224390,1.37114,103.89144
330,BT BATOK ST 33,17,1985,BB,total_dwelling_units,80,650330,1.3633,103.74799999999999,Bukit Batok,Singapore,139270,1.3494,103.7527
332,BT BATOK ST 32,4,1985,BB,total_dwelling_units,32,650332,1.364,103.7482,Bukit Batok,Singapore,139270,1.3494,103.7527
333,BT BATOK ST 32,10,1985,BB,total_dwelling_units,132,650333,1.364,103.7476,Bukit Batok,Singapore,139270,1.3494,103.7527
334,BT BATOK ST 32,4,1985,BB,total_dwelling_units,32,650334,1.3641,103.7478,Bukit Batok,Singapore,139270,1.3494,103.7527
335,BT BATOK ST 32,4,1985,BB,total_dwelling_units,16,650335,1.3645,103.7481,Bukit Batok,Singapore,139270,1.3494,103.7527
320,WOODLANDS ST 32,4,1985,WL,total_dwelling_units,32,730320,1.4316,103.7783,Woodlands,Singapore,250170,1.43585,103.78698
321,WOODLANDS ST 32,11,1985,WL,total_dwelling_units,144,730321,1.4317,103.7791,Woodlands,Singapore,250170,1.43585,103.78698
345,WOODLANDS ST 32,11,1985,WL,total_dwelling_units,103,730345,1.4322,103.7802,Woodlands,Singapore,250170,1.43585,103.78698
346,WOODLANDS ST 32,4,1985,WL,total_dwelling_units,32,730346,1.4323,103.7812,Woodlands,Singapore,250170,1.43585,103.78698
718,YISHUN ST 71,10,1985,YS,total_dwelling_units,90,760718,1.4266,103.8284,Yishun,Singapore,210440,1.43621,103.83582
725,YISHUN ST 71,10,1985,YS,total_dwelling_units,130,760725,1.4269,103.8308,Yishun,Singapore,210440,1.43621,103.83582
730,YISHUN ST 71,10,1985,YS,total_dwelling_units,108,760730,1.4269999999999998,103.8316,Yishun,Singapore,210440,1.43621,103.83582
707,HOUGANG AVE 2,13,1985,HG,total_dwelling_units,96,530707,1.3665,103.8883,Hougang,Singapore,224390,1.37114,103.89144
709,HOUGANG AVE 2,10,1985,HG,total_dwelling_units,130,530709,1.3669,103.8884,Hougang,Singapore,224390,1.37114,103.89144
710,HOUGANG AVE 2,13,1985,HG,total_dwelling_units,96,530710,1.3668,103.8875,Hougang,Singapore,224390,1.37114,103.89144
712,HOUGANG AVE 2,13,1985,HG,total_dwelling_units,72,530712,1.3659999999999999,103.887,Hougang,Singapore,224390,1.37114,103.89144
701,HOUGANG AVE 2,10,1984,HG,total_dwelling_units,158,530701,1.3657,103.8901,Hougang,Singapore,224390,1.37114,103.89144
702,HOUGANG AVE 2,13,1984,HG,total_dwelling_units,120,530702,1.3657,103.8896,Hougang,Singapore,224390,1.37114,103.89144
704,HOUGANG AVE 2,10,1984,HG,total_dwelling_units,158,530704,1.3653,103.8893,Hougang,Singapore,224390,1.37114,103.89144
705,HOUGANG AVE 2,13,1985,HG,total_dwelling_units,72,530705,1.3657,103.8887,Hougang,Singapore,224390,1.37114,103.89144
706,HOUGANG AVE 2,10,1984,HG,total_dwelling_units,112,530706,1.3658,103.889,Hougang,Singapore,224390,1.37114,103.89144
402,TAMPINES ST 41,4,1984,TAP,total_dwelling_units,32,520402,1.3573,103.946,Tampines,Singapore,258310,1.36819,103.92948
404,TAMPINES ST 41,4,1984,TAP,total_dwelling_units,56,520404,1.3576,103.9453,Tampines,Singapore,258310,1.36819,103.92948
344,BT BATOK ST 34,4,1986,BB,total_dwelling_units,22,650344,1.3626,103.7498,Bukit Batok,Singapore,139270,1.3494,103.7527
349,BT BATOK ST 34,12,1985,BB,total_dwelling_units,88,650349,1.3622,103.7495,Bukit Batok,Singapore,139270,1.3494,103.7527
351,BT BATOK ST 34,4,1985,BB,total_dwelling_units,12,650351,1.3622,103.7494,Bukit Batok,Singapore,139270,1.3494,103.7527
352,BT BATOK ST 34,4,1985,BB,total_dwelling_units,12,650352,1.3613,103.7494,Bukit Batok,Singapore,139270,1.3494,103.7527
353,BT BATOK ST 34,4,1985,BB,total_dwelling_units,8,650353,1.3623,103.7497,Bukit Batok,Singapore,139270,1.3494,103.7527
354,BT BATOK ST 31,15,1986,BB,total_dwelling_units,90,650354,1.3613,103.7497,Bukit Batok,Singapore,139270,1.3494,103.7527
355,BT BATOK ST 31,4,1986,BB,total_dwelling_units,8,650355,1.3613,103.7505,Bukit Batok,Singapore,139270,1.3494,103.7527
356,BT BATOK ST 31,4,1986,BB,total_dwelling_units,12,650356,1.3623,103.7508,Bukit Batok,Singapore,139270,1.3494,103.7527
357,BT BATOK ST 31,4,1986,BB,total_dwelling_units,12,650357,1.3613,103.7509,Bukit Batok,Singapore,139270,1.3494,103.7527
358,BT BATOK ST 31,12,1985,BB,total_dwelling_units,88,650358,1.3613,103.7508,Bukit Batok,Singapore,139270,1.3494,103.7527
362,BT BATOK ST 31,4,1985,BB,total_dwelling_units,22,650362,1.3609,103.7498,Bukit Batok,Singapore,139270,1.3494,103.7527
155,BEDOK STH AVE 3,4,1985,BD,total_dwelling_units,8,460155,1.3195,103.9454,Bedok,Singapore,289750,1.32805,103.95011
156,BEDOK STH AVE 3,12,1985,BD,total_dwelling_units,88,460156,1.3185,103.9456,Bedok,Singapore,289750,1.32805,103.95011
160,BEDOK STH AVE 3,13,1985,BD,total_dwelling_units,72,460160,1.3192,103.9453,Bedok,Singapore,289750,1.32805,103.95011
161,BEDOK STH AVE 3,4,1985,BD,total_dwelling_units,20,460161,1.3196,103.9457,Bedok,Singapore,289750,1.32805,103.95011
162,BEDOK STH RD,4,1985,BD,total_dwelling_units,20,460162,1.3197,103.9462,Bedok,Singapore,289750,1.32805,103.95011
164,BEDOK STH RD,12,1985,BD,total_dwelling_units,88,460164,1.3199,103.9465,Bedok,Singapore,289750,1.32805,103.95011
167,BEDOK STH AVE 3,13,1985,BD,total_dwelling_units,72,460167,1.3195,103.945,Bedok,Singapore,289750,1.32805,103.95011
170,BEDOK STH RD,12,1985,BD,total_dwelling_units,88,460170,1.3206,103.946,Bedok,Singapore,289750,1.32805,103.95011
171,BEDOK STH RD,12,1985,BD,total_dwelling_units,88,460171,1.3207,103.9453,Bedok,Singapore,289750,1.32805,103.95011
172,BEDOK STH RD,12,1985,BD,total_dwelling_units,88,460172,1.3204,103.9446,Bedok,Singapore,289750,1.32805,103.95011
755,YISHUN ST 72,12,1985,YS,total_dwelling_units,158,760755,1.4267,103.8326,Yishun,Singapore,210440,1.43621,103.83582
760,YISHUN ST 72,12,1985,YS,total_dwelling_units,158,760760,1.4259,103.8327,Yishun,Singapore,210440,1.43621,103.83582
766,YISHUN AVE 3,12,1985,YS,total_dwelling_units,110,760766,1.4246,103.8339,Yishun,Singapore,210440,1.43621,103.83582
768,YISHUN AVE 3,12,1985,YS,total_dwelling_units,114,760768,1.4243,103.8339,Yishun,Singapore,210440,1.43621,103.83582
772,YISHUN AVE 3,12,1985,YS,total_dwelling_units,114,760772,1.4238,103.8326,Yishun,Singapore,210440,1.43621,103.83582
112,YISHUN RING RD,16,1985,YS,total_dwelling_units,120,760112,1.4343,103.8288,Yishun,Singapore,210440,1.43621,103.83582
113,YISHUN RING RD,9,1985,YS,total_dwelling_units,111,760113,1.4344,103.8287,Yishun,Singapore,210440,1.43621,103.83582
119,YISHUN RING RD,4,1984,YS,total_dwelling_units,24,760119,1.4353,103.8291,Yishun,Singapore,210440,1.43621,103.83582
120,YISHUN RING RD,13,1985,YS,total_dwelling_units,120,760120,1.435,103.8293,Yishun,Singapore,210440,1.43621,103.83582
325,SERANGOON AVE 3,13,1985,SGN,total_dwelling_units,96,550325,1.3511,103.8687,Serangoon,Singapore,120670,1.35554,103.8766
327,SERANGOON AVE 3,13,1985,SGN,total_dwelling_units,96,550327,1.3505,103.8684,Serangoon,Singapore,120670,1.35554,103.8766
241,SERANGOON AVE 3,11,1985,SGN,total_dwelling_units,124,550241,1.3529,103.8701,Serangoon,Singapore,120670,1.35554,103.8766
243,SERANGOON AVE 2,13,1985,SGN,total_dwelling_units,96,550243,1.3530000000000002,103.8691,Serangoon,Singapore,120670,1.35554,103.8766
244,SERANGOON AVE 2,4,1985,SGN,total_dwelling_units,16,550244,1.3524,103.8685,Serangoon,Singapore,120670,1.35554,103.8766
245,SERANGOON AVE 2,13,1985,SGN,total_dwelling_units,96,550245,1.3524,103.8693,Serangoon,Singapore,120670,1.35554,103.8766
401,SIN MING AVE,4,1985,BH,total_dwelling_units,24,570401,1.3626,103.8331,Bishan,Singapore,90700,1.3486200000000002,103.849508
402,SIN MING AVE,25,1985,BH,total_dwelling_units,96,570402,1.3626,103.8328,Bishan,Singapore,90700,1.3486200000000002,103.849508
404,SIN MING AVE,4,1985,BH,total_dwelling_units,24,570404,1.3625,103.8342,Bishan,Singapore,90700,1.3486200000000002,103.849508
405,SIN MING AVE,25,1985,BH,total_dwelling_units,96,570405,1.3628,103.8349,Bishan,Singapore,90700,1.3486200000000002,103.849508
406,SIN MING AVE,13,1985,BH,total_dwelling_units,162,570406,1.3635,103.8336,Bishan,Singapore,90700,1.3486200000000002,103.849508
407,SIN MING AVE,13,1985,BH,total_dwelling_units,144,570407,1.3633,103.8341,Bishan,Singapore,90700,1.3486200000000002,103.849508
104,BISHAN ST 12,4,1985,BH,total_dwelling_units,24,570104,1.3458,103.8482,Bishan,Singapore,90700,1.3486200000000002,103.849508
105,BISHAN ST 12,9,1985,BH,total_dwelling_units,116,570105,1.3459999999999999,103.8476,Bishan,Singapore,90700,1.3486200000000002,103.849508
108,BISHAN ST 12,4,1985,BH,total_dwelling_units,32,570108,1.3467,103.8475,Bishan,Singapore,90700,1.3486200000000002,103.849508
110,BISHAN ST 12,9,1985,BH,total_dwelling_units,116,570110,1.3474,103.8478,Bishan,Singapore,90700,1.3486200000000002,103.849508
115,BISHAN ST 12,9,1985,BH,total_dwelling_units,115,570115,1.3477,103.8483,Bishan,Singapore,90700,1.3486200000000002,103.849508
610,HOUGANG AVE 8,19,1986,HG,total_dwelling_units,72,530610,1.3701,103.8851,Hougang,Singapore,224390,1.37114,103.89144
612,HOUGANG AVE 8,4,1985,HG,total_dwelling_units,40,530612,1.3695,103.8852,Hougang,Singapore,224390,1.37114,103.89144
615,HOUGANG AVE 8,13,1985,HG,total_dwelling_units,72,530615,1.3688,103.8848,Hougang,Singapore,224390,1.37114,103.89144
617,HOUGANG AVE 8,12,1985,HG,total_dwelling_units,136,530617,1.3694,103.8836,Hougang,Singapore,224390,1.37114,103.89144
2,DELTA AVE,25,1985,BM,total_dwelling_units,96,161002,1.2919,103.8278,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
4,DELTA AVE,16,1985,BM,total_dwelling_units,120,161004,1.2919999999999998,103.8265,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
5,DELTA AVE,13,1985,BM,total_dwelling_units,168,160005,1.2921,103.8276,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
347,WOODLANDS AVE 3,12,1985,WL,total_dwelling_units,88,730347,1.4331,103.7817,Woodlands,Singapore,250170,1.43585,103.78698
348,WOODLANDS AVE 3,13,1985,WL,total_dwelling_units,96,730348,1.4331,103.7818,Woodlands,Singapore,250170,1.43585,103.78698
350,WOODLANDS AVE 3,12,1985,WL,total_dwelling_units,110,730350,1.4336,103.7823,Woodlands,Singapore,250170,1.43585,103.78698
840,WOODLANDS ST 82,12,1985,WL,total_dwelling_units,114,730840,1.444,103.7924,Woodlands,Singapore,250170,1.43585,103.78698
842,WOODLANDS ST 82,12,1985,WL,total_dwelling_units,136,730842,1.443,103.7925,Woodlands,Singapore,250170,1.43585,103.78698
843,WOODLANDS ST 82,12,1985,WL,total_dwelling_units,136,730843,1.443,103.7928,Woodlands,Singapore,250170,1.43585,103.78698
845,WOODLANDS ST 82,12,1985,WL,total_dwelling_units,136,730845,1.4429,103.7928,Woodlands,Singapore,250170,1.43585,103.78698
331,UBI AVE 1,4,1985,GL,total_dwelling_units,12,400331,1.3264,103.9026,Geylang,Singapore,116960,1.3205559999999998,103.886944
332,UBI AVE 1,4,1985,GL,total_dwelling_units,8,400332,1.3269,103.9025,Geylang,Singapore,116960,1.3205559999999998,103.886944
333,UBI AVE 1,15,1985,GL,total_dwelling_units,70,400333,1.3267,103.9032,Geylang,Singapore,116960,1.3205559999999998,103.886944
334,UBI AVE 1,15,1985,GL,total_dwelling_units,70,400334,1.3265,103.90299999999999,Geylang,Singapore,116960,1.3205559999999998,103.886944
335,UBI AVE 1,4,1985,GL,total_dwelling_units,8,400335,1.3259999999999998,103.9027,Geylang,Singapore,116960,1.3205559999999998,103.886944
311,UBI AVE 1,12,1985,GL,total_dwelling_units,88,400311,1.3299,103.9031,Geylang,Singapore,116960,1.3205559999999998,103.886944
312,UBI AVE 1,4,1985,GL,total_dwelling_units,24,400312,1.3301,103.9033,Geylang,Singapore,116960,1.3205559999999998,103.886944
316,UBI AVE 1,12,1985,GL,total_dwelling_units,135,400316,1.3293,103.9025,Geylang,Singapore,116960,1.3205559999999998,103.886944
317,UBI AVE 1,4,1985,GL,total_dwelling_units,16,400317,1.3287,103.9027,Geylang,Singapore,116960,1.3205559999999998,103.886944
207,SERANGOON CTRL,12,1985,SGN,total_dwelling_units,160,550207,1.3537,103.8735,Serangoon,Singapore,120670,1.35554,103.8766
209,SERANGOON CTRL,11,1985,SGN,total_dwelling_units,124,550209,1.3544,103.8742,Serangoon,Singapore,120670,1.35554,103.8766
210,SERANGOON CTRL,12,1985,SGN,total_dwelling_units,138,550210,1.3548,103.8733,Serangoon,Singapore,120670,1.35554,103.8766
201,SERANGOON CTRL,12,1985,SGN,total_dwelling_units,172,550201,1.3508,103.8733,Serangoon,Singapore,120670,1.35554,103.8766
206,SERANGOON CTRL,12,1985,SGN,total_dwelling_units,159,550206,1.3534,103.8734,Serangoon,Singapore,120670,1.35554,103.8766
409,TAMPINES ST 41,12,1985,TAP,total_dwelling_units,88,520409,1.3591,103.9457,Tampines,Singapore,258310,1.36819,103.92948
413,TAMPINES ST 41,4,1985,TAP,total_dwelling_units,24,520413,1.3593,103.9457,Tampines,Singapore,258310,1.36819,103.92948
415,TAMPINES ST 41,4,1985,TAP,total_dwelling_units,23,520415,1.3593,103.9469,Tampines,Singapore,258310,1.36819,103.92948
416,TAMPINES ST 41,12,1985,TAP,total_dwelling_units,88,520416,1.3591,103.9477,Tampines,Singapore,258310,1.36819,103.92948
434,TAMPINES ST 43,12,1985,TAP,total_dwelling_units,110,520434,1.3594,103.9516,Tampines,Singapore,258310,1.36819,103.92948
436,TAMPINES ST 43,12,1985,TAP,total_dwelling_units,110,520436,1.3595,103.9516,Tampines,Singapore,258310,1.36819,103.92948
437,TAMPINES ST 43,12,1985,TAP,total_dwelling_units,110,520437,1.3601,103.9516,Tampines,Singapore,258310,1.36819,103.92948
438,TAMPINES ST 43,12,1985,TAP,total_dwelling_units,110,520438,1.3604,103.9516,Tampines,Singapore,258310,1.36819,103.92948
830,TAMPINES ST 82,4,1985,TAP,total_dwelling_units,71,520830,1.3501,103.9348,Tampines,Singapore,258310,1.36819,103.92948
831,TAMPINES ST 83,4,1985,TAP,total_dwelling_units,72,520831,1.3503,103.9344,Tampines,Singapore,258310,1.36819,103.92948
834,TAMPINES ST 82,4,1985,TAP,total_dwelling_units,16,520834,1.3503,103.9357,Tampines,Singapore,258310,1.36819,103.92948
321,UBI AVE 1,4,1985,GL,total_dwelling_units,24,400321,1.3279,103.9039,Geylang,Singapore,116960,1.3205559999999998,103.886944
322,UBI AVE 1,12,1985,GL,total_dwelling_units,88,400322,1.3281,103.9049,Geylang,Singapore,116960,1.3205559999999998,103.886944
328,UBI AVE 1,4,1985,GL,total_dwelling_units,16,400328,1.3276,103.9046,Geylang,Singapore,116960,1.3205559999999998,103.886944
329,UBI AVE 1,10,1985,GL,total_dwelling_units,94,400329,1.3272,103.9049,Geylang,Singapore,116960,1.3205559999999998,103.886944
330,UBI AVE 1,10,1985,GL,total_dwelling_units,94,400330,1.3266,103.904,Geylang,Singapore,116960,1.3205559999999998,103.886944
426,TAMPINES ST 41,13,1985,TAP,total_dwelling_units,72,520426,1.3596,103.9477,Tampines,Singapore,258310,1.36819,103.92948
427,TAMPINES ST 41,13,1985,TAP,total_dwelling_units,72,520427,1.3595,103.9484,Tampines,Singapore,258310,1.36819,103.92948
428,TAMPINES ST 41,11,1985,TAP,total_dwelling_units,80,520428,1.3591,103.9493,Tampines,Singapore,258310,1.36819,103.92948
429,TAMPINES ST 41,11,1985,TAP,total_dwelling_units,80,520429,1.3593,103.9497,Tampines,Singapore,258310,1.36819,103.92948
430,TAMPINES ST 41,13,1985,TAP,total_dwelling_units,72,520430,1.3595,103.9503,Tampines,Singapore,258310,1.36819,103.92948
431,TAMPINES ST 41,13,1985,TAP,total_dwelling_units,72,520431,1.3596,103.9506,Tampines,Singapore,258310,1.36819,103.92948
845,TAMPINES ST 83,12,1985,TAP,total_dwelling_units,110,520845,1.3519999999999999,103.9349,Tampines,Singapore,258310,1.36819,103.92948
847,TAMPINES ST 83,12,1985,TAP,total_dwelling_units,110,520847,1.3525,103.9349,Tampines,Singapore,258310,1.36819,103.92948
851,TAMPINES ST 83,12,1985,TAP,total_dwelling_units,110,520851,1.3530000000000002,103.935,Tampines,Singapore,258310,1.36819,103.92948
853,TAMPINES ST 83,12,1985,TAP,total_dwelling_units,110,520853,1.3532,103.9349,Tampines,Singapore,258310,1.36819,103.92948
435,TAMPINES ST 43,4,1985,TAP,total_dwelling_units,32,520435,1.3604,103.9514,Tampines,Singapore,258310,1.36819,103.92948
439,TAMPINES ST 43,4,1985,TAP,total_dwelling_units,24,520439,1.3605,103.9513,Tampines,Singapore,258310,1.36819,103.92948
443,TAMPINES ST 43,12,1985,TAP,total_dwelling_units,88,520443,1.3591,103.9521,Tampines,Singapore,258310,1.36819,103.92948
753,YISHUN ST 72,4,1985,YS,total_dwelling_units,23,760753,1.4273,103.8346,Yishun,Singapore,210440,1.43621,103.83582
757,YISHUN ST 72,12,1985,YS,total_dwelling_units,110,760757,1.4266,103.8343,Yishun,Singapore,210440,1.43621,103.83582
758,YISHUN ST 72,12,1985,YS,total_dwelling_units,110,760758,1.4259,103.8343,Yishun,Singapore,210440,1.43621,103.83582
763,YISHUN ST 72,4,1985,YS,total_dwelling_units,39,760763,1.4261,103.8339,Yishun,Singapore,210440,1.43621,103.83582
767,YISHUN AVE 3,4,1985,YS,total_dwelling_units,20,760767,1.4242,103.8345,Yishun,Singapore,210440,1.43621,103.83582
770,YISHUN AVE 3,12,1985,YS,total_dwelling_units,136,760770,1.4243,103.8322,Yishun,Singapore,210440,1.43621,103.83582
773,YISHUN AVE 3,12,1985,YS,total_dwelling_units,136,760773,1.4234,103.8325,Yishun,Singapore,210440,1.43621,103.83582
774,YISHUN AVE 3,12,1985,YS,total_dwelling_units,204,760774,1.4237,103.8319,Yishun,Singapore,210440,1.43621,103.83582
723,YISHUN ST 71,13,1985,YS,total_dwelling_units,84,760723,1.4259,103.83,Yishun,Singapore,210440,1.43621,103.83582
724,YISHUN ST 71,13,1985,YS,total_dwelling_units,84,760724,1.4271,103.8297,Yishun,Singapore,210440,1.43621,103.83582
728,YISHUN ST 71,10,1985,YS,total_dwelling_units,112,760728,1.4259,103.8307,Yishun,Singapore,210440,1.43621,103.83582
336,UBI AVE 1,10,1985,GL,total_dwelling_units,112,400336,1.3259,103.9021,Geylang,Singapore,116960,1.3205559999999998,103.886944
337,UBI AVE 1,4,1985,GL,total_dwelling_units,16,400337,1.3259,103.9012,Geylang,Singapore,116960,1.3205559999999998,103.886944
340,UBI AVE 1,4,1985,GL,total_dwelling_units,16,400340,1.3263,103.9011,Geylang,Singapore,116960,1.3205559999999998,103.886944
122,BISHAN ST 12,12,1985,BH,total_dwelling_units,114,570122,1.3467,103.8506,Bishan,Singapore,90700,1.3486200000000002,103.849508
123,BISHAN ST 12,13,1985,BH,total_dwelling_units,96,570123,1.3464,103.8504,Bishan,Singapore,90700,1.3486200000000002,103.849508
130,BISHAN ST 12,13,1985,BH,total_dwelling_units,96,570130,1.3458,103.851,Bishan,Singapore,90700,1.3486200000000002,103.849508
131,BISHAN ST 12,13,1985,BH,total_dwelling_units,96,570131,1.3457,103.851,Bishan,Singapore,90700,1.3486200000000002,103.849508
124,TAMPINES ST 11,13,1985,TAP,total_dwelling_units,96,521124,1.3457,103.9495,Tampines,Singapore,258310,1.36819,103.92948
125,TAMPINES ST 11,13,1985,TAP,total_dwelling_units,72,521125,1.3463,103.9502,Tampines,Singapore,258310,1.36819,103.92948
126,TAMPINES ST 11,10,1985,TAP,total_dwelling_units,93,521126,1.3458,103.9505,Tampines,Singapore,258310,1.36819,103.92948
127,TAMPINES ST 11,10,1985,TAP,total_dwelling_units,108,521127,1.3456,103.9505,Tampines,Singapore,258310,1.36819,103.92948
461,TAMPINES ST 44,12,1985,TAP,total_dwelling_units,88,520461,1.359,103.9543,Tampines,Singapore,258310,1.36819,103.92948
464,TAMPINES ST 44,4,1985,TAP,total_dwelling_units,32,520464,1.3605,103.9549,Tampines,Singapore,258310,1.36819,103.92948
468,TAMPINES ST 44,4,1985,TAP,total_dwelling_units,24,520468,1.3605,103.9549,Tampines,Singapore,258310,1.36819,103.92948
470,TAMPINES ST 44,12,1985,TAP,total_dwelling_units,88,520470,1.3607,103.9544,Tampines,Singapore,258310,1.36819,103.92948
